Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Churned,AvgOrderValue,UniqueProducts,UniqueCountries,Log_Recency,Log_Frequency,Log_Monetary,Cluster,Segment,ChurnProbability,ChurnRisk
13093,276,55,54144.25,2,5,5,12,1,52.21,199,1,5.6240175061873385,4.02535169073515,10.899425529283329,2,Champions,0.918,High
13094,21,13,2209.44,4,5,4,13,0,76.19,5,1,3.091042453358316,2.6390573296152584,7.700946869717639,2,Champions,0.072,Low
13095,71,1,74.4,3,1,1,5,0,12.4,6,1,4.276666119016055,0.6931471805599453,4.32280727501391,0,Lost Customers,0.483,Medium
13096,394,1,419.7,2,1,2,5,1,419.7,1,1,5.978885764901122,0.6931471805599453,6.041919990596475,0,Lost Customers,0.974,High
13097,33,28,13324.1,4,5,5,14,0,13.27,390,1,3.5263605246161616,3.367295829986474,9.497404753696317,2,Champions,0.005,Low
13098,1,28,28882.44,5,5,5,15,0,50.49,156,1,0.6931471805599453,3.367295829986474,10.271023699486712,2,Champions,0.004,Low
13099,99,1,207.36,3,1,1,5,1,207.36,1,1,4.605170185988092,0.6931471805599453,5.339267352876991,0,Lost Customers,0.7,High
13101,234,4,695.4,2,3,3,8,1,13.64,48,1,5.459585514144159,1.6094379124341003,6.545924207894034,3,At Risk,0.96,High
13102,1,37,11380.1,5,5,5,15,0,23.66,212,1,0.6931471805599453,3.6375861597263857,9.339709363817402,2,Champions,0.003,Low
13103,40,3,709.64,4,3,3,10,0,21.5,27,1,3.713572066704308,1.3862943611198906,6.566165972461445,1,Loyal Customers,0.056,Low
13104,3,9,1709.1,5,5,4,14,0,56.97,15,1,1.3862943611198906,2.302585092994046,7.444307127319008,2,Champions,0.003,Low
13105,436,1,72.0,1,1,1,3,1,72.0,1,1,6.07993319509559,0.6931471805599453,4.290459441148391,0,Lost Customers,0.998,High
13106,133,2,603.46,3,2,2,7,1,37.72,15,1,4.897839799950911,1.0986122886681098,6.4043354974767395,0,Lost Customers,0.794,High
13107,44,9,5253.07,4,5,5,14,0,29.51,142,1,3.8066624897703196,2.302585092994046,8.56675829333907,2,Champions,0.005,Low
13108,373,2,748.46,2,2,3,7,1,21.38,27,1,5.924255797414532,1.0986122886681098,6.619352947205873,0,Lost Customers,0.96,High
13109,60,3,1134.03,3,3,3,9,0,16.2,57,1,4.110873864173311,1.3862943611198906,7.034414361284253,1,Loyal Customers,0.574,Medium
13110,31,12,2957.47,4,5,5,14,0,11.74,167,1,3.4657359027997265,2.5649493574615367,7.992427521791549,2,Champions,0.003,Low
13111,719,1,321.88,1,1,2,4,1,26.82,12,1,6.579251212010101,0.6931471805599453,5.777280737165244,0,Lost Customers,0.998,High
13112,541,1,20.6,1,1,1,3,1,10.3,2,1,6.295266001439646,0.6931471805599453,3.0726933146901194,0,Lost Customers,0.995,High
13113,1,37,18230.07,5,5,5,15,0,48.36,166,1,0.6931471805599453,3.6375861597263857,9.810882560409938,2,Champions,0.004,Low
13114,731,1,234.38,1,1,1,3,1,14.65,16,1,6.595780513961311,0.6931471805599453,5.461201229449516,0,Lost Customers,0.995,High
13115,12,10,5494.7,5,5,5,15,0,17.5,178,1,2.5649493574615367,2.3978952727983707,8.611721247259522,2,Champions,0.004,Low
13116,138,1,501.14,3,1,2,6,1,16.7,30,1,4.9344739331306915,0.6931471805599453,6.218878965272838,0,Lost Customers,0.673,High
13117,22,18,2255.66,4,5,4,13,0,13.92,122,1,3.1354942159291497,2.9444389791664403,7.721641123024098,2,Champions,0.057,Low
13118,20,9,2415.41,4,5,4,13,0,16.32,111,1,3.044522437723423,2.302585092994046,7.790038246643707,2,Champions,0.028,Low
13119,669,1,134.9,1,1,1,3,1,12.26,11,1,6.507277712385012,0.6931471805599453,4.911919321157098,0,Lost Customers,0.995,High
13120,239,1,30.6,2,1,1,4,1,30.6,1,1,5.480638923341991,0.6931471805599453,3.4531571205928664,0,Lost Customers,0.998,High
13121,269,1,283.73,2,1,1,4,1,5.67,50,1,5.598421958998375,0.6931471805599453,5.6515413628105104,0,Lost Customers,0.997,High
13122,94,2,922.39,3,2,3,8,1,16.77,54,1,4.553876891600541,1.0986122886681098,6.828051680471256,3,At Risk,0.576,Medium
13123,473,2,506.75,1,2,2,5,1,11.26,36,1,6.161207321695077,1.0986122886681098,6.229989200460494,0,Lost Customers,0.997,High
13124,90,4,4641.66,3,3,5,11,0,16.4,216,1,4.51085950651685,1.6094379124341003,8.443042756822537,3,At Risk,0.452,Medium
13125,524,1,148.62,1,1,1,3,1,7.43,20,1,6.263398262591624,0.6931471805599453,5.008098746444259,0,Lost Customers,0.996,High
13126,5,13,3774.81,5,5,5,15,0,15.86,183,1,1.791759469228055,2.6390573296152584,8.236370208202798,2,Champions,0.003,Low
13127,78,1,259.17,3,1,1,5,0,17.28,15,1,4.3694478524670215,0.6931471805599453,5.561335263505108,0,Lost Customers,0.85,High
13128,631,1,263.5,1,1,1,3,1,263.5,1,1,6.448889394146858,0.6931471805599453,5.577841251298354,0,Lost Customers,0.997,High
13129,452,2,233.25,1,2,1,4,1,21.2,10,1,6.115892125483034,1.0986122886681098,5.456388921118531,0,Lost Customers,0.997,High
13130,94,1,64.0,3,1,1,5,1,32.0,2,1,4.553876891600541,0.6931471805599453,4.174387269895637,0,Lost Customers,0.737,High
13131,23,7,3313.77,4,4,5,13,0,22.24,107,1,3.1780538303479458,2.0794415416798357,8.106143518614155,2,Champions,0.042,Low
13132,262,1,77.3,2,1,1,4,1,25.77,3,1,5.572154032177765,0.6931471805599453,4.360547602996758,0,Lost Customers,0.997,High
13133,274,3,200.45,2,3,1,6,1,16.7,12,1,5.616771097666572,1.3862943611198906,5.305541211637356,0,Lost Customers,0.947,High
13134,86,6,2475.23,3,4,4,11,0,20.46,110,1,4.465908118654584,1.9459101490553132,7.814492521251219,3,At Risk,0.615,Medium
13135,197,2,3371.45,2,2,5,9,1,187.3,18,1,5.288267030694535,1.0986122886681098,8.12339476217512,3,At Risk,0.778,High
13136,56,13,6274.56,4,5,5,14,0,19.92,204,1,4.04305126783455,2.6390573296152584,8.74441800304595,2,Champions,0.003,Low
13137,11,16,7586.94,5,5,5,15,0,5.44,628,1,2.4849066497880004,2.833213344056216,8.934315423801714,2,Champions,0.004,Low
13138,22,7,1274.01,4,4,4,12,0,14.99,41,1,3.1354942159291497,2.0794415416798357,7.150709300699024,1,Loyal Customers,0.015,Low
13139,16,8,8202.98,5,4,5,14,0,30.95,214,1,2.833213344056216,2.1972245773362196,9.012374681354098,2,Champions,0.002,Low
13140,108,5,1054.92,3,4,3,10,1,10.05,89,1,4.6913478822291435,1.791759469228055,6.9621677038206995,3,At Risk,0.625,Medium
13141,85,17,7656.08,3,5,5,13,0,18.06,285,1,4.454347296253507,2.8903717578961645,8.943385989014663,2,Champions,0.344,Medium
13142,19,1,307.09,5,1,2,8,0,13.35,23,1,2.995732273553991,0.6931471805599453,5.7303919480814,1,Loyal Customers,0.009,Low
13143,585,1,405.1,1,1,2,4,1,17.61,23,1,6.373319789577012,0.6931471805599453,6.006599434692252,0,Lost Customers,0.997,High
13144,333,2,135.35,2,2,1,5,1,22.56,6,1,5.811140992976701,1.0986122886681098,4.9152251092915975,0,Lost Customers,0.972,High
13145,40,7,1128.52,4,4,3,11,0,125.39,5,1,3.713572066704308,2.0794415416798357,7.029548042701269,3,At Risk,0.115,Low
13146,26,1,228.91,4,1,1,6,0,13.47,16,1,3.295836866004329,0.6931471805599453,5.437687927995845,1,Loyal Customers,0.043,Low
13147,10,4,712.8,5,3,3,11,0,178.2,1,1,2.3978952727983707,1.6094379124341003,6.57060281105606,1,Loyal Customers,0.015,Low
13148,29,26,8497.82,4,5,5,14,0,11.14,451,1,3.4011973816621555,3.295836866004329,9.047682609312117,2,Champions,0.005,Low
13149,14,4,1676.06,5,3,4,12,0,19.49,76,1,2.70805020110221,1.6094379124341003,7.424797539358498,1,Loyal Customers,0.011,Low
13150,484,3,449.97,1,3,2,6,1,56.25,7,1,6.184148890937483,1.3862943611198906,6.111400818443195,0,Lost Customers,0.99,High
13151,296,3,2465.21,2,3,4,9,1,15.6,131,1,5.6937321388027,1.3862943611198906,7.810437838249392,3,At Risk,0.901,High
13152,417,7,2146.38,1,4,4,9,1,15.9,114,1,6.035481432524756,2.0794415416798357,7.672003773368138,3,At Risk,0.982,High
13153,6,1,486.22,5,1,2,8,0,32.41,15,1,1.9459101490553132,0.6931471805599453,6.188715766456242,1,Loyal Customers,0.017,Low
13154,399,3,1624.84,2,3,4,9,1,17.47,78,1,5.991464547107982,1.3862943611198906,7.3937798842820515,3,At Risk,0.925,High
13155,33,6,1370.48,4,4,4,12,0,12.24,79,1,3.5263605246161616,1.9459101490553132,7.223645727697507,1,Loyal Customers,0.025,Low
13156,385,3,1586.54,2,3,4,9,1,15.26,94,1,5.955837369464831,1.3862943611198906,7.369940927299805,3,At Risk,0.923,High
13157,49,9,5687.36,4,5,5,14,0,22.66,173,1,3.912023005428146,2.302585092994046,8.646177260619517,2,Champions,0.003,Low
13158,95,5,1508.18,3,4,4,11,1,15.08,70,1,4.564348191467836,1.791759469228055,7.319321735948278,3,At Risk,0.639,Medium
13159,9,4,1429.35,5,3,4,12,0,11.91,114,1,2.302585092994046,1.6094379124341003,7.26567444855103,1,Loyal Customers,0.006,Low
13160,22,1,91.8,4,1,1,6,0,22.95,4,1,3.1354942159291497,0.6931471805599453,4.530446639792155,1,Loyal Customers,0.046,Low
13161,313,2,472.13,2,2,2,6,1,14.31,30,1,5.749392985908253,1.0986122886681098,6.159370192167576,0,Lost Customers,0.983,High
13162,122,16,9275.49,3,5,5,13,1,38.97,186,1,4.812184355372417,2.833213344056216,9.135238521473575,2,Champions,0.546,Medium
13163,610,1,17.65,1,1,1,3,1,8.82,2,1,6.415096959171596,0.6931471805599453,2.9258461460898246,0,Lost Customers,0.995,High
13164,569,2,372.2,1,2,2,5,1,37.22,7,1,6.345636360828596,1.0986122886681098,5.922114468973189,0,Lost Customers,0.994,High
13165,46,3,1451.16,4,3,4,11,0,29.62,47,1,3.8501476017100584,1.3862943611198906,7.280807382151422,1,Loyal Customers,0.056,Low
13166,283,2,875.93,2,2,3,7,1,12.88,55,1,5.648974238161206,1.0986122886681098,6.776427171626729,3,At Risk,0.939,High
13167,19,5,1125.15,5,4,3,12,0,13.89,64,1,2.995732273553991,1.791759469228055,7.026560014747387,1,Loyal Customers,0.007,Low
13168,36,5,1840.73,4,4,4,12,0,10.64,127,1,3.6109179126442243,1.791759469228055,7.5184606262668225,1,Loyal Customers,0.038,Low
13169,64,3,840.08,3,3,3,9,0,46.67,16,1,4.174387269895637,1.3862943611198906,6.734686780300234,1,Loyal Customers,0.486,Medium
13170,27,1,108.81,4,1,1,6,0,3.63,29,1,3.332204510175204,0.6931471805599453,4.698751599609622,1,Loyal Customers,0.052,Low
13171,22,3,468.41,4,3,2,9,0,10.18,37,1,3.1354942159291497,1.3862943611198906,6.151476586982076,1,Loyal Customers,0.065,Low
13172,400,1,69.6,2,1,1,4,1,69.6,1,1,5.993961427306569,0.6931471805599453,4.257030144499196,0,Lost Customers,0.997,High
13173,4,11,2399.82,5,5,4,14,0,11.11,160,1,1.6094379124341003,2.4849066497880004,7.78356562464794,2,Champions,0.002,Low
13174,16,12,7995.36,5,5,5,15,0,8.52,602,1,2.833213344056216,2.5649493574615367,8.986741717118063,2,Champions,0.004,Low
13175,582,2,831.45,1,2,3,6,1,18.08,40,1,6.368187186350492,1.0986122886681098,6.724373159990861,0,Lost Customers,0.994,High
13176,46,1,481.49,4,1,2,7,0,7.19,66,1,3.8501476017100584,0.6931471805599453,6.178960195175666,1,Loyal Customers,0.101,Low
13177,65,2,512.2,3,2,2,7,0,17.07,23,1,4.189654742026425,1.0986122886681098,6.240665632741481,1,Loyal Customers,0.596,Medium
13178,26,21,14059.19,4,5,5,14,0,20.46,194,1,3.295836866004329,3.091042453358316,9.551102678786863,2,Champions,0.003,Low
13179,619,1,572.31,1,1,2,4,1,16.83,34,1,6.429719478039138,0.6931471805599453,6.3514265826367975,0,Lost Customers,0.998,High
13180,607,1,86.1,1,1,1,3,1,21.52,4,1,6.410174881966167,0.6931471805599453,4.467056883858457,0,Lost Customers,0.997,High
13181,381,1,359.69,2,1,2,5,1,18.93,19,1,5.945420608606575,0.6931471805599453,5.888018863654928,0,Lost Customers,0.974,High
13182,45,1,121.18,4,1,1,6,0,11.02,11,1,3.828641396489095,0.6931471805599453,4.805495367221621,0,Lost Customers,0.048,Low
13183,8,15,7036.18,5,5,5,15,0,45.1,64,1,2.1972245773362196,2.772588722239781,8.858962800721406,2,Champions,0.003,Low
13184,15,10,1668.95,5,5,4,14,0,9.32,138,1,2.772588722239781,2.3978952727983707,7.420548964842826,2,Champions,0.002,Low
13185,268,1,71.4,2,1,1,4,1,71.4,1,1,5.594711379601839,0.6931471805599453,4.282206299391671,0,Lost Customers,0.998,High
13186,40,3,1575.89,4,3,4,11,0,19.95,69,1,3.713572066704308,1.3862943611198906,7.363209831835215,1,Loyal Customers,0.111,Low
13187,337,4,341.36,2,3,2,7,1,6.1,51,1,5.823045895483019,1.6094379124341003,5.835862815013409,0,Lost Customers,0.957,High
13188,11,1,114.6,5,1,1,7,0,57.3,2,1,2.4849066497880004,0.6931471805599453,4.750135956238277,1,Loyal Customers,0.015,Low
13189,19,2,260.68,5,2,1,8,0,8.99,29,1,2.995732273553991,1.0986122886681098,5.567122383230129,1,Loyal Customers,0.02,Low
13190,544,3,570.66,1,3,2,6,1,33.57,16,1,6.300785794663244,1.3862943611198906,6.348544409056351,0,Lost Customers,0.991,High
13191,658,1,164.69,1,1,1,3,1,2.79,58,1,6.490723534502507,0.6931471805599453,5.1101185725812055,0,Lost Customers,0.994,High
13192,95,6,2558.58,3,4,4,11,1,15.79,135,1,4.564348191467836,1.9459101490553132,7.847598461513884,3,At Risk,0.585,Medium
13193,61,1,112.08,3,1,1,5,0,4.48,22,1,4.127134385045092,0.6931471805599453,4.72809553282539,0,Lost Customers,0.648,Medium
13194,136,2,472.78,3,2,2,7,1,47.28,10,1,4.919980925828125,1.0986122886681098,6.160743078929981,0,Lost Customers,0.676,High
13195,414,1,136.73,1,1,1,3,1,2.97,43,1,6.028278520230698,0.6931471805599453,4.92529524692924,0,Lost Customers,0.995,High
13196,11,7,3068.84,5,4,5,14,0,16.32,141,1,2.4849066497880004,2.0794415416798357,8.029380721959248,2,Champions,0.002,Low
13197,610,1,373.01,1,1,2,4,1,19.63,19,1,6.415096959171596,0.6931471805599453,5.924282535024993,0,Lost Customers,0.998,High
13198,10,8,4974.23,5,4,5,14,0,15.84,265,1,2.3978952727983707,2.1972245773362196,8.512226879679845,2,Champions,0.002,Low
13199,4,67,15964.21,5,5,5,15,0,78.64,61,1,1.6094379124341003,4.219507705176107,9.678167258836252,2,Champions,0.003,Low
13200,19,4,870.09,5,3,3,11,0,18.92,42,1,2.995732273553991,1.6094379124341003,6.769745301020691,1,Loyal Customers,0.007,Low
13201,502,4,1233.06,1,3,4,8,1,14.34,65,1,6.220590170099739,1.6094379124341003,7.118064825649593,3,At Risk,0.99,High
13202,394,7,1580.3,2,4,4,10,1,22.9,55,1,5.978885764901122,2.0794415416798357,7.366002572529271,3,At Risk,0.957,High
13203,10,10,2648.25,5,5,4,14,0,15.67,158,1,2.3978952727983707,2.3978952727983707,7.882031860054945,2,Champions,0.002,Low
13204,731,1,966.66,1,1,3,5,1,16.96,57,1,6.595780513961311,0.6931471805599453,6.874880785908055,0,Lost Customers,0.992,High
13205,443,1,2803.2,1,1,4,6,1,2803.2,1,1,6.095824562432225,0.6931471805599453,7.938873572287031,3,At Risk,0.962,High
13206,400,13,8308.19,2,5,5,12,1,14.68,393,1,5.993961427306569,2.6390573296152584,9.025117410174513,3,At Risk,0.888,High
13207,15,4,535.86,5,3,2,10,0,41.22,10,1,2.772588722239781,1.6094379124341003,6.285737352883712,1,Loyal Customers,0.021,Low
13208,59,9,1976.3,4,5,4,13,0,7.84,198,1,4.0943445622221,2.302585092994046,7.589487556726784,3,At Risk,0.03,Low
13209,30,13,8509.51,4,5,5,14,0,23.25,284,1,3.4339872044851463,2.6390573296152584,9.049057149266432,2,Champions,0.002,Low
13210,94,1,353.48,3,1,2,6,1,16.07,22,1,4.553876891600541,0.6931471805599453,5.8706519268912345,0,Lost Customers,0.365,Medium
13211,10,10,2618.77,5,5,4,14,0,13.03,98,1,2.3978952727983707,2.3978952727983707,7.8708418066421615,2,Champions,0.002,Low
13212,20,3,786.83,4,3,3,10,0,5.58,128,1,3.044522437723423,1.3862943611198906,6.669282330542903,1,Loyal Customers,0.046,Low
13213,57,11,3851.52,4,5,5,14,0,18.88,181,1,4.060443010546419,2.4849066497880004,8.25648275861493,2,Champions,0.004,Low
13214,418,7,3264.23,1,4,5,10,1,14.25,207,1,6.037870919922137,2.0794415416798357,8.091085483333597,3,At Risk,0.979,High
13215,402,1,81.6,2,1,1,4,1,81.6,1,1,5.998936561946683,0.6931471805599453,4.414009680526933,0,Lost Customers,0.997,High
13216,268,1,333.74,2,1,2,5,1,66.75,5,1,5.594711379601839,0.6931471805599453,5.813354111085492,0,Lost Customers,0.967,High
13217,122,4,666.48,3,3,3,9,1,133.3,3,1,4.812184355372417,1.6094379124341003,6.503509427278702,3,At Risk,0.684,High
13218,127,1,62.64,3,1,1,5,1,12.53,5,1,4.852030263919617,0.6931471805599453,4.153242203469586,0,Lost Customers,0.578,Medium
13219,618,1,76.23,1,1,1,3,1,6.93,11,1,6.428105272684596,0.6931471805599453,4.346787982581173,0,Lost Customers,0.996,High
13220,78,5,1336.09,3,4,4,11,0,25.21,46,1,4.3694478524670215,1.791759469228055,7.198250889720467,3,At Risk,0.378,Medium
13221,240,2,847.41,2,2,3,7,1,12.84,62,1,5.484796933490655,1.0986122886681098,6.743364009514037,3,At Risk,0.939,High
13222,577,1,88.5,1,1,1,3,1,88.5,1,1,6.359573868672378,0.6931471805599453,4.4942386252808095,0,Lost Customers,0.997,High
13223,200,6,969.12,2,4,3,9,1,74.55,8,1,5.303304908059076,1.9459101490553132,6.877419775186018,3,At Risk,0.955,High
13224,60,2,2155.95,3,2,4,9,0,19.96,101,1,4.110873864173311,1.0986122886681098,7.676450465777419,3,At Risk,0.343,Medium
13225,3,16,16260.07,5,5,5,15,0,130.08,60,1,1.3862943611198906,2.833213344056216,9.696529186594761,2,Champions,0.004,Low
13226,273,2,312.46,2,2,2,6,1,11.16,28,1,5.6131281063880705,1.0986122886681098,5.747671760225922,0,Lost Customers,0.983,High
13227,202,1,257.7,2,1,1,4,1,28.63,9,1,5.313205979041787,0.6931471805599453,5.5556690891919835,0,Lost Customers,0.996,High
13228,81,1,358.0,3,1,2,6,0,179.0,2,1,4.406719247264253,0.6931471805599453,5.883322388488279,0,Lost Customers,0.399,Medium
13229,226,1,160.95,2,1,1,4,1,16.1,10,1,5.424950017481403,0.6931471805599453,5.087287645617338,0,Lost Customers,0.993,High
13230,4,30,6120.01,5,5,5,15,0,4.89,653,1,1.6094379124341003,3.4339872044851463,8.719482394569717,2,Champions,0.004,Low
13232,13,7,1328.35,5,4,4,13,0,6.58,147,1,2.6390573296152584,2.0794415416798357,7.192445379947863,1,Loyal Customers,0.004,Low
13233,74,4,1176.46,3,3,3,9,0,15.48,74,1,4.31748811353631,1.6094379124341003,7.071114855037561,3,At Risk,0.691,High
13234,673,2,346.5,1,2,2,5,1,5.68,56,1,6.513230110912307,1.0986122886681098,5.850764665004847,0,Lost Customers,0.997,High
13235,212,1,1031.07,2,1,3,6,1,17.78,53,1,5.3612921657094255,0.6931471805599453,6.939321773198559,0,Lost Customers,0.917,High
13236,25,2,744.85,4,2,3,9,0,20.69,34,1,3.258096538021482,1.0986122886681098,6.614524507599939,1,Loyal Customers,0.066,Low
13237,388,1,643.0,2,1,3,6,1,26.79,24,1,5.963579343618446,0.6931471805599453,6.467698726104354,0,Lost Customers,0.808,High
13238,17,6,1006.63,5,4,3,12,0,21.42,24,1,2.8903717578961645,1.9459101490553132,6.915356317754957,1,Loyal Customers,0.006,Low
13239,262,5,1594.69,2,4,4,10,1,17.15,86,1,5.572154032177765,1.791759469228055,7.375061523554606,3,At Risk,0.957,High
13240,96,8,1475.79,3,4,4,11,1,7.34,160,1,4.574710978503383,2.1972245773362196,7.297626092328045,3,At Risk,0.814,High
13241,412,1,112.53,1,1,1,3,1,2.81,40,1,6.023447592961033,0.6931471805599453,4.732067119176442,0,Lost Customers,0.996,High
13242,112,7,699.4,3,4,3,10,1,19.98,19,1,4.727387818712341,2.0794415416798357,6.551651600411697,3,At Risk,0.707,High
13243,203,5,1220.38,2,4,3,9,1,5.95,165,1,5.318119993844216,1.791759469228055,7.107736646002929,3,At Risk,0.965,High
13244,93,1,121.74,3,1,1,5,1,4.51,27,1,4.543294782270004,0.6931471805599453,4.810068296960951,0,Lost Customers,0.667,High
13245,51,2,989.22,4,2,3,9,0,21.98,43,1,3.9512437185814275,1.0986122886681098,6.897927140663157,1,Loyal Customers,0.071,Low
13246,18,11,3351.75,5,5,5,15,0,9.03,229,1,2.9444389791664403,2.4849066497880004,8.11753618359105,2,Champions,0.006,Low
13247,18,4,501.12,5,3,2,10,0,20.04,18,1,2.9444389791664403,1.6094379124341003,6.218839134950008,1,Loyal Customers,0.015,Low
13248,125,2,465.68,3,2,2,7,1,17.91,25,1,4.836281906951478,1.0986122886681098,6.145643797955656,0,Lost Customers,0.646,Medium
13249,92,9,1608.93,3,5,4,12,1,45.97,21,1,4.532599493153256,2.302585092994046,7.383945978772432,3,At Risk,0.428,Medium
13250,461,2,253.09,1,2,1,4,1,13.32,17,1,6.135564891081739,1.0986122886681098,5.537688534966898,0,Lost Customers,0.998,High
13251,402,1,252.68,2,1,1,4,1,10.11,25,1,5.998936561946683,0.6931471805599453,5.536073630230092,0,Lost Customers,0.995,High
13252,394,2,399.3,2,2,2,6,1,21.02,19,1,5.978885764901122,1.0986122886681098,5.992214265998528,0,Lost Customers,0.973,High
13253,157,4,2951.11,3,3,5,11,1,39.35,73,1,5.062595033026967,1.6094379124341003,7.990275447898748,3,At Risk,0.434,Medium
13254,376,1,51.41,2,1,1,4,1,12.85,4,1,5.932245187448011,0.6931471805599453,3.959097412814075,0,Lost Customers,0.994,High
13255,9,3,678.76,5,3,3,11,0,26.11,26,1,2.302585092994046,1.3862943611198906,6.521739794695286,1,Loyal Customers,0.007,Low
13257,436,1,149.75,1,1,1,3,1,21.39,7,1,6.07993319509559,0.6931471805599453,5.015622835607295,0,Lost Customers,0.994,High
13258,12,5,1009.43,5,4,3,12,0,22.94,29,1,2.5649493574615367,1.791759469228055,6.9181312618069075,1,Loyal Customers,0.007,Low
13259,62,9,1402.54,3,5,4,12,0,4.48,234,1,4.143134726391533,2.302585092994046,7.246752895573941,3,At Risk,0.416,Medium
13260,61,1,557.62,3,1,2,6,0,69.7,8,1,4.127134385045092,0.6931471805599453,6.325469456665338,1,Loyal Customers,0.515,Medium
13261,269,2,944.1,2,2,3,7,1,104.9,8,1,5.598421958998375,1.0986122886681098,6.8512907420010105,3,At Risk,0.949,High
13262,263,3,573.45,2,3,2,7,1,11.47,48,1,5.575949103146316,1.3862943611198906,6.353413061299374,3,At Risk,0.971,High
13263,1,39,8676.2,5,5,5,15,0,4.55,507,1,0.6931471805599453,3.6888794541139363,9.068454174968906,2,Champions,0.004,Low
13264,443,1,722.56,1,1,3,5,1,19.01,38,1,6.095824562432225,0.6931471805599453,6.584183472833434,0,Lost Customers,0.992,High
13265,53,5,2092.66,4,4,4,12,0,23.25,66,1,3.9889840465642745,1.791759469228055,7.646669009574865,3,At Risk,0.039,Low
13266,11,19,6135.04,5,5,5,15,0,19.98,154,1,2.4849066497880004,2.995732273553991,8.721934861930668,2,Champions,0.003,Low
13267,3,36,9429.81,5,5,5,15,0,22.94,152,1,1.3862943611198906,3.6109179126442243,9.151737268015,2,Champions,0.003,Low
13268,18,11,3174.75,5,5,5,15,0,7.33,257,1,2.9444389791664403,2.4849066497880004,8.06329910390357,2,Champions,0.004,Low
13269,1,28,8537.32,5,5,5,15,0,17.57,238,1,0.6931471805599453,3.367295829986474,9.052319546118964,2,Champions,0.003,Low
13270,366,1,590.0,2,1,2,5,1,590.0,1,1,5.905361848054571,0.6931471805599453,6.3818160174060985,0,Lost Customers,0.986,High
13271,37,1,211.49,4,1,1,6,0,2.43,79,1,3.6375861597263857,0.6931471805599453,5.358894928433641,1,Loyal Customers,0.054,Low
13272,31,2,276.56,4,2,1,7,0,18.44,15,1,3.4657359027997265,1.0986122886681098,5.626037126031348,1,Loyal Customers,0.087,Low
13273,113,1,138.98,3,1,1,5,1,8.69,16,1,4.736198448394496,0.6931471805599453,4.941499555261394,0,Lost Customers,0.686,High
13274,409,1,360.85,2,1,2,5,1,18.99,19,1,6.016157159698354,0.6931471805599453,5.891229761312137,0,Lost Customers,0.974,High
13275,384,2,238.86,2,2,1,5,1,4.98,48,1,5.953243334287785,1.0986122886681098,5.480055419803575,0,Lost Customers,0.979,High
13276,64,5,1891.91,3,4,4,11,0,7.92,209,1,4.174387269895637,1.791759469228055,7.545870606497474,3,At Risk,0.622,Medium
13277,16,7,523.3,5,4,2,11,0,22.75,10,1,2.833213344056216,2.0794415416798357,6.262064039578487,1,Loyal Customers,0.044,Low
13278,41,4,1435.85,4,3,4,11,0,13.29,80,1,3.7376696182833684,1.6094379124341003,7.27020849649701,1,Loyal Customers,0.059,Low
13279,78,1,137.75,3,1,1,5,0,15.31,9,1,4.3694478524670215,0.6931471805599453,4.932673752626544,0,Lost Customers,0.53,Medium
13280,122,7,2293.33,3,4,4,11,1,11.19,159,1,4.812184355372417,2.0794415416798357,7.738196140874339,3,At Risk,0.599,Medium
13281,439,1,350.85,1,1,2,4,1,15.95,22,1,6.0867747269123065,0.6931471805599453,5.863204948412558,0,Lost Customers,0.997,High
13282,18,4,1313.19,5,3,4,12,0,25.75,42,1,2.9444389791664403,1.6094379124341003,7.1809757852429135,1,Loyal Customers,0.006,Low
13283,60,4,373.36,3,3,2,8,0,18.67,19,1,4.110873864173311,1.6094379124341003,5.925217901289056,1,Loyal Customers,0.579,Medium
13284,331,1,201.19,2,1,1,4,1,15.48,13,1,5.805134968916488,0.6931471805599453,5.309207849379209,0,Lost Customers,0.996,High
13285,23,6,3364.59,4,4,5,13,0,14.57,182,1,3.1780538303479458,1.9459101490553132,8.121358561033485,2,Champions,0.048,Low
13286,600,1,734.91,1,1,3,5,1,15.0,46,1,6.398594934535208,0.6931471805599453,6.601107828643053,0,Lost Customers,0.988,High
13287,603,3,781.59,1,3,3,7,1,14.75,46,1,6.403574197934815,1.3862943611198906,6.662608931774919,3,At Risk,0.993,High
13288,443,5,927.61,1,4,3,8,1,92.76,7,1,6.095824562432225,1.791759469228055,6.833688844427256,3,At Risk,0.991,High
13289,724,1,307.95,1,1,2,4,1,19.25,16,1,6.586171654854675,0.6931471805599453,5.733179451506989,0,Lost Customers,0.998,High
13290,438,1,208.63,1,1,1,3,1,208.63,1,1,6.0844994130751715,0.6931471805599453,5.345344071975791,0,Lost Customers,0.996,High
13291,156,11,3270.79,3,5,5,13,1,10.29,155,1,5.056245805348308,2.4849066497880004,8.093092514733858,3,At Risk,0.509,Medium
13292,39,5,994.51,4,4,3,11,0,16.86,55,1,3.6888794541139363,1.791759469228055,6.903255168657213,1,Loyal Customers,0.073,Low
13293,392,6,1192.94,2,4,3,9,1,16.57,51,1,5.973809611869261,1.9459101490553132,7.085014041433629,3,At Risk,0.947,High
13294,190,3,1689.53,2,3,4,9,1,16.56,93,1,5.25227342804663,1.3862943611198906,7.432797368219404,3,At Risk,0.917,High
