Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Churned,AvgOrderValue,UniqueProducts,UniqueCountries
13769,2,20,5478.12,5,5,5,15,0,19.92,121,1
13770,422,4,785.37,1,3,3,7,1,16.36,48,1
13771,64,9,5728.82,3,5,5,13,0,26.52,182,1
13772,34,8,3100.02,4,4,5,13,0,5.47,394,1
13773,397,2,301.54,2,2,2,6,1,15.87,19,1
13774,82,1,345.0,3,1,2,6,0,15.68,22,1
13775,591,1,1049.66,1,1,3,5,1,16.66,63,1
13776,428,2,623.98,1,2,3,6,1,311.99,1,1
13777,1,61,49638.26,5,5,5,15,0,139.43,44,1
13778,103,4,1124.49,3,3,3,9,1,25.56,33,1
13779,516,1,161.13,1,1,1,3,1,5.97,27,1
13780,7,3,732.07,5,3,3,11,0,7.47,90,1
13781,251,3,778.83,2,3,3,8,1,13.66,56,1
13782,13,13,1786.08,5,5,4,14,0,7.5,187,1
13783,488,4,1542.09,1,3,4,8,1,154.21,4,1
13784,10,14,2910.23,5,5,5,15,0,67.68,13,1
13785,429,4,542.49,1,3,2,6,1,18.08,26,1
13786,367,6,3127.99,2,4,5,11,1,26.97,80,1
13787,76,6,1222.5,3,4,4,11,0,14.22,71,1
13788,505,1,3.75,1,1,1,3,1,3.75,1,1
13789,388,1,239.46,2,1,1,4,1,13.3,18,1
13790,4,1,348.8,5,1,2,8,0,7.75,45,1
13791,128,2,1516.0,3,2,4,9,1,137.82,7,1
13792,66,3,383.95,3,3,2,8,0,16.69,23,1
13793,647,1,96.0,1,1,1,3,1,13.71,7,1
13794,547,1,126.03,1,1,1,3,1,14.0,9,1
13795,388,4,836.3,2,3,3,8,1,28.84,23,1
13796,499,1,289.7,1,1,2,4,1,13.17,22,1
13797,437,3,1179.45,1,3,3,7,1,15.12,71,1
13798,1,110,75428.87,5,5,5,15,0,104.62,168,1
13799,117,9,2803.57,3,5,4,12,1,26.45,64,1
13800,310,3,1679.56,2,3,4,9,1,23.01,73,1
13801,67,1,324.8,3,1,2,6,0,14.12,23,1
13802,139,19,26259.11,3,5,5,13,1,58.61,212,1
13803,255,3,1338.91,2,3,4,9,1,17.17,73,1
13804,31,9,3161.12,4,5,5,14,0,18.93,149,1
13805,52,2,924.6,4,2,3,9,0,71.12,10,1
13806,64,1,256.38,3,1,1,5,0,25.64,10,1
13807,367,3,422.2,2,3,2,7,1,16.89,24,1
13808,6,5,1747.66,5,4,4,13,0,23.0,70,1
13809,305,3,679.7,2,3,3,8,1,27.19,23,1
13810,29,3,1499.01,4,3,4,11,0,42.83,32,1
13811,184,3,814.5,3,3,3,9,1,62.65,7,1
13812,42,3,539.0,4,3,2,9,0,14.97,33,1
13813,40,8,2765.47,4,4,4,12,0,19.34,84,1
13814,92,3,2257.32,3,3,4,10,1,28.57,56,1
13815,22,8,7475.74,4,4,5,13,0,21.0,203,1
13816,24,2,571.67,4,2,2,8,0,20.42,25,1
13817,29,2,382.98,4,2,2,8,0,15.96,20,1
13818,430,1,61.28,1,1,1,3,1,12.26,5,1
13819,302,6,2642.35,2,4,4,10,1,26.16,47,1
13820,418,3,652.75,1,3,3,7,1,7.33,68,1
13821,145,6,1379.08,3,4,4,11,1,6.76,158,1
13822,6,2,632.0,5,2,3,10,0,6.58,90,1
13823,19,7,3403.45,5,4,5,14,0,20.88,108,1
13824,33,12,3314.76,4,5,5,14,0,33.15,59,1
13825,622,2,255.59,1,2,1,4,1,6.39,38,1
13826,176,1,189.5,3,1,1,5,1,18.95,10,1
13827,58,3,409.8,4,3,2,9,0,4.45,83,1
13828,22,1,209.49,4,1,1,6,0,13.97,15,1
13829,421,1,102.0,1,1,1,3,1,102.0,1,1
13830,582,1,156.85,1,1,1,3,1,14.26,11,1
13831,16,18,6585.54,5,5,5,15,0,36.18,121,1
13832,19,2,609.89,5,2,3,10,0,11.09,54,1
13833,159,2,700.41,3,2,3,8,1,15.92,43,1
13834,577,2,324.19,1,2,2,5,1,20.26,15,1
13835,25,7,1095.27,4,4,3,11,0,15.43,60,1
13836,399,2,620.37,2,2,3,7,1,20.01,29,1
13837,212,2,266.59,2,2,1,5,1,14.81,17,1
13838,6,10,1690.07,5,5,4,14,0,4.19,328,1
13839,486,1,139.95,1,1,1,3,1,19.99,7,1
13840,416,1,651.4,1,1,3,5,1,16.28,40,1
13841,253,1,85.0,2,1,1,4,1,85.0,1,1
13842,59,18,5319.34,4,5,5,14,0,15.88,214,1
13843,381,1,319.75,2,1,2,5,1,17.76,18,1
13844,11,1,361.62,5,1,2,8,0,18.08,20,1
13845,65,1,312.98,3,1,2,6,0,34.78,9,1
13846,25,4,1307.79,4,3,4,11,0,16.15,81,1
13847,720,1,310.72,1,1,2,4,1,16.35,19,1
13848,92,8,3015.0,3,4,5,12,1,301.5,3,1
13849,52,5,3469.3,4,4,5,13,0,15.77,189,1
13850,129,1,1595.48,3,1,4,8,1,17.16,93,1
13851,96,8,4606.46,3,4,5,12,1,32.9,111,1
13852,611,1,187.35,1,1,1,3,1,17.03,11,1
13853,57,1,1090.14,4,1,3,8,0,47.4,23,1
13854,9,39,11944.56,5,5,5,15,0,67.1,61,1
13855,501,4,1310.34,1,3,4,8,1,17.95,64,1
13856,169,11,1142.03,3,5,3,11,1,21.15,33,1
13857,393,6,1001.01,2,4,3,9,1,7.82,99,1
13858,57,1,216.17,4,1,1,6,0,19.65,11,1
13859,326,2,515.86,2,2,2,6,1,14.33,34,1
13860,1,5,1245.9,5,4,4,13,0,16.39,58,1
13861,429,2,273.26,1,2,1,4,1,13.01,21,1
13862,18,9,2556.09,5,5,4,14,0,15.98,113,1
13863,248,4,1239.55,2,3,4,9,1,17.71,59,1
13864,387,1,662.4,2,1,3,6,1,662.4,1,1
13865,58,4,501.56,4,3,2,9,0,16.72,26,1
13866,74,1,145.67,3,1,1,5,0,20.81,7,1
13867,31,3,1005.09,4,3,3,10,0,16.75,51,1
13868,7,2,3192.54,5,2,5,12,0,96.74,32,1
13869,123,10,7996.87,3,5,5,13,1,9.54,502,1
13870,2,15,5712.08,5,5,5,15,0,23.7,159,1
13871,23,17,7885.85,4,5,5,14,0,19.62,183,1
13872,527,3,919.57,1,3,3,7,1,16.13,51,1
13873,120,8,1038.92,3,4,3,10,1,17.32,55,1
13874,358,7,2049.15,2,4,4,10,1,29.7,46,1
13875,54,14,4814.37,4,5,5,14,0,17.83,159,1
13876,64,1,122.7,3,1,1,5,0,17.53,7,1
13877,86,3,449.68,3,3,2,8,0,19.55,23,1
13878,55,4,2416.9,4,3,4,11,0,23.7,93,1
13879,646,1,395.5,1,1,2,4,1,15.82,25,1
13880,21,17,4293.86,4,5,5,14,0,19.25,148,1
13881,4,43,45179.1,5,5,5,15,0,98.86,182,1
13882,3,5,1191.13,5,4,3,12,0,18.33,54,1
13883,11,15,6560.02,5,5,5,15,0,20.76,200,1
13884,7,10,1825.03,5,5,4,14,0,10.03,108,1
13885,189,2,506.8,3,2,2,7,1,18.1,28,1
13886,71,1,243.56,3,1,1,5,0,15.22,16,1
13887,204,1,349.55,2,1,2,5,1,18.4,19,1
13888,120,7,2001.59,3,4,4,11,1,11.71,124,1
13889,93,6,1991.23,3,4,4,11,1,23.99,57,1
13890,1,14,2927.38,5,5,5,15,0,16.92,100,1
13891,378,3,859.21,2,3,3,8,1,8.68,97,1
13892,27,6,1267.65,4,4,4,12,0,35.21,33,1
13893,298,1,821.1,2,1,3,6,1,39.1,21,1
13894,24,3,564.62,4,3,2,9,0,20.91,25,1
13895,28,6,4008.52,4,4,5,13,0,21.55,154,1
13896,626,1,388.55,1,1,2,4,1,18.5,21,1
13897,50,3,1160.72,4,3,3,10,0,19.67,58,1
13898,326,2,686.4,2,2,3,7,1,14.92,43,1
13899,16,2,388.52,5,2,2,9,0,20.45,19,1
13900,183,6,1610.59,3,4,4,11,1,16.95,80,1
13901,72,15,5676.34,3,5,5,13,0,18.31,280,1
13902,632,5,34095.26,1,4,5,10,1,541.19,58,1
13903,400,1,165.45,2,1,1,4,1,16.55,10,1
13904,37,2,332.64,4,2,2,8,0,12.79,24,1
13905,733,1,312.65,1,1,2,4,1,26.05,12,1
13906,409,1,42.0,2,1,1,4,1,42.0,1,1
13907,692,1,136.8,1,1,1,3,1,34.2,4,1
13908,80,4,2369.55,3,3,4,10,0,19.42,104,1
13909,423,2,282.85,1,2,1,4,1,7.44,35,1
13911,57,20,4234.99,4,5,5,14,0,17.79,178,1
13912,424,1,124.95,1,1,1,3,1,17.85,7,1
13913,507,1,42.22,1,1,1,3,1,14.07,3,1
13914,12,2,626.45,5,2,3,10,0,18.98,28,1
13915,394,1,70.8,2,1,1,4,1,35.4,2,1
13916,464,4,1275.81,1,3,4,8,1,17.24,72,1
13917,50,2,272.04,4,2,1,7,0,15.11,16,1
13918,50,2,1212.84,4,2,3,9,0,40.43,30,1
13919,59,4,1360.68,4,3,4,11,0,17.67,65,1
13920,432,4,1774.68,1,3,4,8,1,20.64,81,1
13921,402,4,730.7,2,3,3,8,1,16.61,36,1
13922,352,3,865.2,2,3,3,8,1,28.84,30,1
13923,54,1,351.13,4,1,2,7,0,17.56,20,1
13924,2,6,1838.85,5,4,4,13,0,15.72,90,1
13925,93,4,678.25,3,3,3,9,1,16.54,28,1
13926,23,1,223.85,4,1,1,6,0,20.35,11,1
13927,75,2,708.26,3,2,3,8,0,17.27,37,1
13928,11,4,464.57,5,3,2,10,0,17.21,23,1
13929,169,11,3494.1,3,5,5,13,1,61.3,38,1
13930,58,2,337.34,4,2,2,8,0,19.84,15,1
13931,96,11,5257.38,3,5,5,13,1,19.4,205,1
13932,295,1,307.4,2,1,2,5,1,19.21,16,1
13933,109,2,608.79,3,2,2,7,1,26.47,23,1
13934,264,1,922.1,2,1,3,6,1,29.75,31,1
13935,597,3,6116.92,1,3,5,9,1,76.46,67,1
13936,180,3,939.66,3,3,3,9,1,15.93,56,1
13937,169,2,880.13,3,2,3,8,1,16.3,54,1
13938,35,1,71.66,4,1,1,6,0,10.24,7,1
13939,23,7,1560.96,4,4,4,12,0,14.19,91,1
13940,17,4,839.14,5,3,3,11,0,17.13,39,1
13941,22,15,10027.18,4,5,5,14,0,106.67,42,1
13942,535,1,320.0,1,1,2,4,1,320.0,1,1
13943,578,1,246.54,1,1,1,3,1,16.44,15,1
13944,653,1,200.43,1,1,1,3,1,5.73,35,1
13945,395,2,854.15,2,2,3,7,1,16.75,49,1
13946,79,6,1876.23,3,4,4,11,0,33.5,49,1
13947,65,1,90.6,3,1,1,5,0,18.12,5,1
13948,361,4,548.76,2,3,2,7,1,22.86,23,1
13949,3,6,2427.32,5,4,4,13,0,15.17,124,1
13950,11,4,745.06,5,3,3,11,0,21.29,33,1
13951,176,3,674.45,3,3,3,9,1,17.29,38,1
13952,218,14,12823.52,2,5,5,12,1,31.35,238,1
13953,7,12,6640.68,5,5,5,15,0,265.63,8,1
13954,2,2,439.92,5,2,2,9,0,17.6,24,1
13955,154,3,544.07,3,3,2,8,1,6.4,82,1
13956,5,5,1019.27,5,4,3,12,0,6.93,123,1
13957,418,3,458.25,1,3,2,6,1,16.97,21,1
13958,380,8,4709.23,2,4,5,11,1,20.75,172,1
13959,79,6,1064.77,3,4,3,10,0,6.78,120,1
13960,21,2,230.22,4,2,1,7,0,19.18,11,1
13961,392,1,538.4,2,1,2,5,1,28.34,19,1
13962,22,3,362.8,4,3,2,9,0,15.77,23,1
13963,308,17,2860.57,2,5,4,11,1,17.34,129,1
13964,387,2,438.9,2,2,2,6,1,18.29,22,1
13965,477,3,996.61,1,3,3,7,1,41.53,23,1
13966,435,1,384.26,1,1,2,4,1,18.3,21,1
13967,146,2,166.3,3,2,1,6,1,27.72,4,1
13968,423,1,123.66,1,1,1,3,1,15.46,8,1
13969,7,35,12973.46,5,5,5,15,0,12.19,472,1
13970,386,2,846.55,2,2,3,7,1,65.12,10,1
13971,19,14,4667.57,5,5,5,15,0,18.3,184,1
13972,71,2,190.25,3,2,1,6,0,12.68,15,1
13973,287,1,264.7,2,1,1,4,1,24.06,11,1
13974,49,2,677.72,4,2,3,9,0,15.76,43,1
13975,31,12,5256.4,4,5,5,14,0,7.13,434,1
13976,207,4,1192.36,2,3,3,8,1,21.29,49,1
13977,411,1,519.81,1,1,2,4,1,39.99,13,1
13978,15,2,196.79,5,2,1,8,0,13.12,14,1
13979,73,7,3379.93,3,4,5,12,0,8.6,356,1
13980,60,5,768.82,3,4,3,10,0,12.2,57,1
13981,416,1,331.14,1,1,2,4,1,15.05,22,1
13982,39,9,3954.29,4,5,5,14,0,17.57,123,1
13983,30,21,6753.89,4,5,5,14,0,20.78,238,1
13984,27,12,1893.8,4,5,4,13,0,21.52,53,1
13985,4,22,10020.86,5,5,5,15,0,20.88,149,1
13986,17,1,320.46,5,1,2,8,0,24.65,12,1
13987,380,2,682.54,2,2,3,7,1,14.84,46,1
13988,20,8,4757.8,4,4,5,13,0,16.13,218,1
13989,66,5,2026.06,3,4,4,11,0,23.56,61,1
13990,213,1,311.3,2,1,2,5,1,19.46,16,1
13991,12,6,852.88,5,4,3,12,0,10.4,58,1
13992,30,3,219.5,4,3,1,8,0,19.95,10,1
13993,43,19,6775.71,4,5,5,14,0,25.96,110,1
13994,4,6,2274.14,5,4,4,13,0,15.37,122,1
13995,15,14,3902.01,5,5,5,15,0,16.97,146,1
13996,386,2,895.76,2,2,3,7,1,27.14,29,1
13997,519,3,376.46,1,3,2,6,1,8.56,36,1
13998,447,3,566.7,1,3,2,6,1,18.28,30,1
13999,10,29,9502.26,5,5,5,15,0,20.39,174,1
14000,211,5,2046.34,2,4,4,10,1,41.76,28,1
14001,46,9,4228.85,4,5,5,14,0,41.06,60,1
14002,134,2,529.73,3,2,2,7,1,11.27,47,1
14003,733,1,209.41,1,1,1,3,1,13.09,16,1
14004,43,11,6258.45,4,5,5,14,0,25.97,127,1
14005,10,5,2874.72,5,4,4,13,0,34.22,53,1
14006,116,7,2196.67,3,4,4,11,1,28.53,55,1
14007,513,1,79.48,1,1,1,3,1,15.9,5,1
14008,432,1,509.04,1,1,2,4,1,15.91,32,1
14009,198,3,1099.91,2,3,3,8,1,14.86,71,1
14010,565,2,445.15,1,2,2,5,1,18.55,20,1
14011,480,2,457.82,1,2,2,5,1,14.31,32,1
14012,278,1,328.8,2,1,2,5,1,29.89,11,1
14013,110,5,1084.57,3,4,3,10,1,15.95,56,1
14014,77,3,1948.21,3,3,4,10,0,25.63,76,1
14015,53,1,917.34,4,1,3,8,0,45.87,20,1
14016,162,11,11403.41,3,5,5,13,1,25.45,354,1
14017,571,1,229.75,1,1,1,3,1,16.41,14,1
14018,645,1,367.15,1,1,2,4,1,28.24,13,1
14019,47,3,1421.61,4,3,4,11,0,21.54,37,1
14020,17,4,1249.01,5,3,4,12,0,17.35,63,1
14021,155,7,1716.58,3,4,4,11,1,19.07,84,1
14022,225,2,792.15,2,2,3,7,1,16.85,45,1
14023,7,2,584.07,5,2,2,9,0,18.84,30,1
14024,122,3,645.74,3,3,3,9,1,18.99,33,1
14025,465,8,4057.9,1,4,5,10,1,40.99,60,1
14026,471,2,713.11,1,2,3,6,1,14.26,43,1
14027,61,1,104.82,3,1,1,5,0,17.47,6,1
14028,550,3,10396.5,1,3,5,9,1,1155.17,3,1
14029,63,2,467.66,3,2,2,7,0,31.18,15,1
14030,18,20,7521.8,5,5,5,15,0,9.13,591,1
14031,7,44,39019.51,5,5,5,15,0,52.03,280,1
14032,2,16,4546.41,5,5,5,15,0,19.77,79,1
14033,555,1,109.44,1,1,1,3,1,109.44,1,1
14034,22,3,648.89,4,3,3,10,0,7.55,82,1
14035,29,9,2794.75,4,5,4,13,0,19.27,70,1
14036,285,1,626.65,2,1,3,6,1,16.49,38,1
14037,176,6,836.95,3,4,3,10,1,7.34,96,1
14038,78,5,3069.88,3,4,5,12,0,19.07,99,1
14039,33,2,267.28,4,2,1,7,0,26.73,10,1
14040,41,35,12523.81,4,5,5,14,0,16.04,335,1
14041,266,1,141.41,2,1,1,4,1,6.73,21,1
14042,725,1,431.98,1,1,2,4,1,20.57,21,1
14043,491,2,302.6,1,2,2,5,1,7.38,37,1
14044,27,10,3077.7,4,5,5,14,0,3.73,533,1
14045,109,16,10986.63,3,5,5,13,1,296.94,16,1
14046,284,1,154.99,2,1,1,4,1,11.07,14,1
14047,9,14,3968.11,5,5,5,15,0,26.11,91,1
14048,305,3,748.69,2,3,3,8,1,5.31,126,1
14049,17,13,13023.4,5,5,5,15,0,12.27,573,1
14050,32,2,746.36,4,2,3,9,0,13.82,49,1
14051,1,37,21770.98,5,5,5,15,0,68.46,82,1
14052,20,2,466.66,4,2,2,8,0,3.86,115,1
14053,124,4,572.3,3,3,2,8,1,63.59,3,1
14054,65,1,92.46,3,1,1,5,0,15.41,6,1
14055,106,3,1520.96,3,3,4,10,1,46.09,33,1
14056,1,23,8152.71,5,5,5,15,0,7.49,320,1
14057,24,22,8346.66,4,5,5,14,0,18.67,244,1
14058,463,2,469.19,1,2,2,5,1,19.55,23,1
14059,267,1,183.6,2,1,1,4,1,22.95,8,1
14060,5,30,8898.24,5,5,5,15,0,34.49,100,1
14061,507,3,917.43,1,3,3,7,1,48.29,17,1
14062,10,24,25585.65,5,5,5,15,0,75.25,141,1
14063,438,9,22710.2,1,5,5,11,1,567.76,30,1
14064,29,15,3260.24,4,5,5,14,0,13.81,131,1
14065,389,3,891.02,2,3,3,8,1,18.18,42,1
14066,267,1,152.55,2,1,1,4,1,21.79,7,1
14067,64,2,374.7,3,2,2,7,0,7.21,51,1
14068,320,4,1516.72,2,3,4,9,1,14.04,93,1
14069,515,2,225.81,1,2,1,4,1,5.51,37,1
14070,685,1,321.6,1,1,2,4,1,7.84,40,1
14071,4,8,1437.57,5,4,4,13,0,4.45,271,1
14072,667,1,390.85,1,1,2,4,1,20.57,19,1
14073,32,1,151.04,4,1,1,6,0,11.62,13,1
14074,623,1,219.4,1,1,1,3,1,36.57,6,1
14075,5,6,1734.87,5,4,4,13,0,21.42,59,1
14076,129,1,118.67,3,1,1,5,1,2.7,43,1
14077,41,6,615.08,4,4,3,11,0,10.98,43,1
14078,102,9,1553.47,3,5,4,12,1,10.5,107,1
14079,125,2,618.73,3,2,3,8,1,47.59,13,1
14080,33,5,1115.68,4,4,3,11,0,13.44,74,1
14081,302,10,4867.57,2,5,5,12,1,5.77,465,1
14082,365,2,413.36,2,2,2,6,1,6.36,48,1
14083,4,11,1082.19,5,5,3,13,0,5.85,169,1
14084,512,1,150.5,1,1,1,3,1,21.5,7,1
14085,2,33,9720.67,5,5,5,15,0,9.3,479,1
14086,463,1,39.95,1,1,1,3,1,39.95,1,1
14087,3,3,829.47,5,3,3,11,0,3.89,175,1
14088,10,16,64036.8,5,5,5,15,0,93.9,436,1
14089,57,1,158.75,4,1,1,6,0,12.21,13,1
14090,325,1,76.32,2,1,1,4,1,76.32,1,1
14091,654,2,9530.08,1,2,5,8,1,733.08,13,1
14092,8,24,7229.45,5,5,5,15,0,19.38,169,1
14093,12,1,433.86,5,1,2,8,0,4.34,95,1
14094,440,1,311.77,1,1,2,4,1,7.25,41,1
14095,723,1,2.95,1,1,1,3,1,2.95,1,1
14096,4,17,65164.79,5,5,5,15,0,12.75,1119,1
14097,481,2,422.86,1,2,2,5,1,10.57,39,1
14098,37,1,147.35,4,1,1,6,0,7.02,21,1
14099,16,20,5750.91,5,5,5,15,0,11.04,273,1
14100,138,1,191.95,3,1,1,5,1,7.68,24,1
14101,74,13,9961.93,3,5,5,13,0,110.69,19,1
14102,5,5,1105.88,5,4,3,12,0,19.07,35,1
14104,155,5,743.53,3,4,3,10,1,5.51,117,1
14105,239,5,5988.83,2,4,5,11,1,21.47,200,1
14106,737,1,214.8,1,1,1,3,1,214.8,1,1
14107,52,11,4877.3,4,5,5,14,0,20.67,102,1
14108,31,4,1044.96,4,3,3,10,0,20.1,49,1
14109,73,1,144.2,3,1,1,5,0,16.02,9,1
14110,4,33,12987.95,5,5,5,15,0,32.55,177,1
14111,14,4,692.85,5,3,3,11,0,69.28,10,1
14112,23,13,5834.59,4,5,5,14,0,17.9,199,1
14113,4,16,7092.61,5,5,5,15,0,58.14,76,1
14114,274,7,1364.09,2,4,4,10,1,18.43,72,1
14115,502,2,622.67,1,2,3,6,1,28.3,22,1
14116,20,5,1382.74,4,4,4,12,0,19.2,61,1
14117,144,1,90.0,3,1,1,5,1,30.0,3,1
14118,429,1,458.45,1,1,2,4,1,30.56,15,1
14119,376,2,183.37,2,2,1,5,1,16.67,11,1
14121,4,4,2780.15,5,3,4,12,0,17.49,148,1
14122,406,3,362.42,2,3,2,7,1,27.88,12,1
14123,733,1,436.18,1,1,2,4,1,18.17,24,1
14124,84,1,419.58,3,1,2,6,0,83.92,4,1
14125,11,3,2720.63,5,3,4,12,0,16.39,159,1
14126,8,4,1172.46,5,3,3,11,0,27.27,37,1
14127,123,6,1900.08,3,4,4,11,1,16.24,96,1
14128,61,3,924.21,3,3,3,9,0,14.22,50,1
14129,2,9,2591.34,5,5,4,14,0,23.77,40,1
14130,319,4,1858.77,2,3,4,9,1,8.45,189,1
14131,649,1,168.22,1,1,1,3,1,3.66,45,1
14132,2,11,3586.03,5,5,5,15,0,17.93,100,1
14133,130,4,911.14,3,3,3,9,1,25.31,33,1
14134,383,15,11123.35,2,5,5,12,1,61.8,130,1
14135,2,24,8839.67,5,5,5,15,0,40.36,138,1
14136,401,5,1570.81,2,4,4,10,1,14.82,86,1
14137,696,1,332.7,1,1,2,4,1,30.25,11,1
14138,2,2,965.88,5,2,3,10,0,21.0,40,1
14139,46,4,1086.8,4,3,3,10,0,15.75,48,1
14140,4,2,935.05,5,2,3,10,0,14.17,60,1
14141,3,4,915.13,5,3,3,11,0,22.88,27,1
14142,373,2,671.34,2,2,3,7,1,15.26,42,1
14143,134,1,115.8,3,1,1,5,1,16.54,7,1
14144,486,1,30.6,1,1,1,3,1,30.6,1,1
14145,47,7,7600.05,4,4,5,13,0,304.0,11,1
14146,9,12,9450.3,5,5,5,15,0,20.72,337,1
14147,78,9,2590.2,3,5,4,12,0,86.34,24,1
14148,234,2,466.29,2,2,2,6,1,27.43,15,1
14149,221,1,446.62,2,1,2,5,1,15.95,28,1
14150,36,2,658.64,4,2,3,9,0,25.33,23,1
14151,673,2,679.45,1,2,3,6,1,15.44,44,1
14152,75,7,1997.34,3,4,4,11,0,15.02,104,1
14153,483,1,233.4,1,1,1,3,1,13.73,17,1
14154,239,8,6460.7,2,4,5,11,1,22.13,236,1
14155,266,1,118.75,2,1,1,4,1,19.79,6,1
14156,10,156,313437.62,5,5,5,15,0,77.62,1446,1
14157,20,5,978.69,4,4,3,11,0,11.51,75,1
14158,40,1,507.66,4,1,2,7,0,12.38,41,1
14159,20,20,7860.8,4,5,5,14,0,4.28,706,1
14160,610,7,8421.47,1,4,5,10,1,78.71,80,1
14161,216,7,2996.93,2,4,5,11,1,10.82,202,1
14162,174,2,289.36,3,2,2,7,1,11.57,25,1
14163,87,5,2594.62,3,4,4,11,0,44.73,42,1
14164,71,2,1631.77,3,2,4,9,0,56.27,28,1
14165,276,1,120.44,2,1,1,4,1,5.02,23,1
14166,505,2,251.15,1,2,1,4,1,4.92,39,1
14167,39,8,1274.29,4,4,4,12,0,11.08,48,1
14168,421,2,370.45,1,2,2,5,1,24.7,11,1
14169,431,2,621.51,1,2,3,6,1,9.71,50,1
14170,375,3,570.18,2,3,2,7,1,3.93,123,1
14171,98,2,498.79,3,2,2,7,1,7.79,61,1
14172,605,3,369.02,1,3,2,6,1,8.39,38,1
14173,11,6,586.0,5,4,2,11,0,17.76,30,1
14174,33,1,134.46,4,1,1,6,0,5.17,26,1
14175,60,8,7678.88,3,4,5,12,0,23.2,237,1
14176,297,5,756.46,2,4,3,9,1,20.44,33,1
14177,86,13,2209.69,3,5,4,12,0,10.78,141,1
14178,9,7,1600.26,5,4,4,13,0,5.03,191,1
14179,41,2,701.57,4,2,3,9,0,4.47,135,1
14180,11,33,6117.5,5,5,5,15,0,21.17,125,1
14181,411,2,308.35,1,2,2,5,1,5.93,48,1
14182,444,4,678.77,1,3,3,7,1,13.58,42,1
14183,411,2,278.34,1,2,1,4,1,8.19,27,1
14184,67,1,452.89,3,1,2,6,0,18.87,24,1
14185,331,1,197.65,2,1,1,4,1,65.88,3,1
14186,427,5,1550.63,1,4,4,9,1,14.91,75,1
14187,474,1,123.5,1,1,1,3,1,15.44,8,1
14188,31,6,2054.36,4,4,4,12,0,31.61,34,1
14189,2,16,5503.15,5,5,5,15,0,17.93,199,1
14190,666,1,79.9,1,1,1,3,1,79.9,1,1
14191,2,15,4817.66,5,5,5,15,0,18.18,147,1
14192,388,1,293.74,2,1,2,5,1,20.98,14,1
14193,68,3,1210.19,3,3,3,9,0,18.91,49,1
14194,5,36,18670.59,5,5,5,15,0,19.61,432,1
14195,202,6,2615.6,2,4,4,10,1,163.48,10,1
14196,107,1,335.52,3,1,2,6,1,55.92,6,1
14197,411,1,390.05,1,1,2,4,1,19.5,20,1
14198,18,9,1569.73,5,5,4,14,0,17.25,58,1
14199,218,4,1091.7,2,3,3,8,1,60.65,15,1
14200,617,1,379.2,1,1,2,4,1,18.06,21,1
14201,60,10,1193.54,3,5,3,11,0,21.7,47,1
14202,381,3,847.76,2,3,3,8,1,29.23,27,1
14203,397,1,339.34,2,1,2,5,1,21.21,16,1
14204,2,4,1024.83,5,3,3,11,0,4.66,186,1
14205,17,9,2414.2,5,5,4,14,0,19.63,79,1
14206,239,3,1185.01,2,3,3,8,1,16.69,62,1
14207,688,1,157.8,1,1,1,3,1,78.9,2,1
14208,95,2,567.05,3,2,2,7,1,16.2,34,1
14209,11,15,4993.27,5,5,5,15,0,21.62,133,1
14210,106,16,5556.57,3,5,5,13,1,17.7,143,1
14211,53,18,4402.29,4,5,5,14,0,18.34,155,1
14212,90,2,2190.14,3,2,4,9,0,104.29,18,1
14213,405,1,1192.2,2,1,3,6,1,238.44,5,1
14214,31,5,1004.38,4,4,3,11,0,14.99,64,1
14215,12,9,3250.33,5,5,5,15,0,17.47,167,1
14216,3,5,2150.04,5,4,4,13,0,27.92,65,1
14217,2,23,3298.59,5,5,5,15,0,18.96,122,1
14218,43,1,169.48,4,1,1,6,0,14.12,12,1
14219,4,3,633.83,5,3,3,11,0,14.74,39,1
14220,247,4,1515.0,2,3,4,9,1,39.87,26,1
14221,42,17,6517.49,4,5,5,14,0,18.78,166,1
14222,177,1,683.17,3,1,3,7,1,16.66,41,1
14223,92,3,991.13,3,3,3,9,1,16.52,50,1
14224,110,9,1841.71,3,5,4,12,1,8.04,189,1
14225,435,4,2031.07,1,3,4,8,1,23.62,70,1
14226,29,6,2985.13,4,4,5,13,0,30.77,89,1
14227,26,15,6368.71,4,5,5,14,0,16.89,246,1
14228,438,3,745.5,1,3,3,7,1,19.62,38,1
14229,52,7,2594.04,4,4,4,12,0,36.03,41,1
14230,436,3,979.8,1,3,3,7,1,29.69,27,1
14231,184,4,1235.62,3,3,4,10,1,17.91,66,1
14232,43,5,2048.07,4,4,4,12,0,17.81,81,1
14233,49,7,2904.27,4,4,4,12,0,39.78,42,1
14234,22,4,754.12,4,3,3,10,0,5.13,122,1
14235,75,9,4717.99,3,5,5,13,0,31.88,107,1
14236,81,5,1555.34,3,4,4,11,0,33.09,39,1
14237,373,2,471.14,2,2,2,6,1,18.12,26,1
14238,326,3,434.23,2,3,2,7,1,33.4,13,1
14239,43,21,4263.17,4,5,5,14,0,20.3,97,1
14240,30,3,1247.49,4,3,4,11,0,20.45,46,1
14241,184,2,333.7,3,2,2,7,1,27.81,12,1
14242,235,2,280.55,2,2,1,5,1,17.53,13,1
14243,9,17,7217.75,5,5,5,15,0,19.88,235,1
